City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
145,Maniitsoq,GL,65.4167,-52.9,18.97,67,100,5.3,overcast clouds
146,Vestmannaeyjar,IS,63.4427,-20.2734,47.53,85,92,42.12,overcast clouds
147,Arraial Do Cabo,BR,-22.9661,-42.0278,71.15,72,28,10.83,scattered clouds
148,Klimovo,RU,52.3805,32.1923,25.77,74,89,10.85,overcast clouds
149,Hambantota,LK,6.1241,81.1185,84.54,84,40,2.3,scattered clouds
150,Esperance,AU,-33.8667,121.9,65.82,68,49,16.08,scattered clouds
151,Upernavik,GL,72.7868,-56.1549,11.37,93,100,14.12,overcast clouds
152,Boueni,YT,-12.9025,45.0761,82.38,74,70,5.55,broken clouds
153,Faanui,PF,-16.4833,-151.75,79.95,70,99,0.87,overcast clouds
154,Puerto Ayora,EC,-0.7393,-90.3518,67.55,93,97,4.0,overcast clouds
155,Pavlohrad,UA,48.5167,35.8667,44.4,98,100,2.91,overcast clouds
156,Katherine,AU,-14.4667,132.2667,79.12,69,100,18.41,light rain
157,Saint-Augustin,CA,51.226,-58.6502,25.56,84,100,4.18,overcast clouds
158,Langsa,ID,4.4683,97.9683,80.76,86,100,1.25,overcast clouds
159,Montoro,ES,38.0241,-4.3834,62.28,88,100,11.21,overcast clouds
160,Clyde River,CA,70.4692,-68.5914,-3.77,77,100,11.5,overcast clouds
161,Toktogul,KG,41.8708,72.9402,35.6,72,74,1.16,broken clouds
162,Raudeberg,NO,61.9875,5.1352,47.07,43,0,6.31,clear sky
163,Kindu,CD,-2.95,25.95,69.76,97,64,1.45,broken clouds
164,Rongcheng,CN,30.634,117.8517,59.76,79,100,2.26,overcast clouds
165,Cabedelo,BR,-6.9811,-34.8339,75.87,81,21,8.77,few clouds
166,Vila,PT,42.0304,-8.1588,47.7,95,100,7.27,overcast clouds
167,Thompson,CA,55.7435,-97.8558,14.16,85,100,14.97,light snow
168,Winsum,NL,53.33,6.5208,45.09,90,100,31.7,light rain
169,Pangnirtung,CA,66.1451,-65.7125,-3.17,84,71,3.49,broken clouds
170,Artyshta,RU,54.1222,86.2909,20.75,84,91,17.38,overcast clouds
171,Oktyabrskiy,RU,54.4815,53.471,19.83,89,97,4.68,overcast clouds
172,Pacific Grove,US,36.6177,-121.9166,57.42,59,0,8.05,clear sky
173,Ulladulla,AU,-35.35,150.4667,60.44,60,26,12.77,scattered clouds
174,Yumen,CN,40.2833,97.2,42.66,22,44,30.09,scattered clouds
175,Kununurra,AU,-15.7667,128.7333,94.98,46,56,8.05,broken clouds
176,Roebourne,AU,-20.7833,117.1333,83.14,39,6,21.54,clear sky
177,Am Timan,TD,11.0297,20.2827,74.37,32,52,5.44,broken clouds
178,Bengkulu,ID,-3.8004,102.2655,81.46,70,100,10.92,light rain
179,Isangel,VU,-19.55,169.2667,81.16,73,93,6.8,overcast clouds
180,Souillac,MU,-20.5167,57.5167,75.58,57,75,3.44,broken clouds
181,Pedasi,PA,7.5333,-80.0333,77.07,87,90,10.25,light rain
182,Amos,CA,48.5669,-78.1162,19.6,91,100,6.58,overcast clouds
183,Vardo,NO,70.3705,31.1107,39.18,65,75,17.27,broken clouds
184,Adre,TD,13.4667,22.2,67.14,28,24,11.9,few clouds
185,Kroya,ID,-7.6331,109.2461,80.19,81,74,2.95,broken clouds
186,Fagernes,NO,60.9858,9.2324,27.91,82,61,2.57,broken clouds
187,Asau,RO,46.4333,26.4,36.52,85,100,1.48,overcast clouds
188,Nieuw Nickerie,SR,5.95,-56.9833,78.51,84,100,7.09,overcast clouds
189,Hithadhoo,MV,-0.6,73.0833,81.48,76,78,12.26,broken clouds
190,Lebu,CL,-37.6167,-73.65,55.24,94,71,8.48,broken clouds
191,Saint George,US,37.1041,-113.5841,45.19,48,0,1.99,clear sky
192,Provideniya,RU,64.3833,-173.3,33.46,99,100,7.94,snow
193,Lagoa,PT,39.05,-27.9833,59.9,66,100,22.26,overcast clouds
194,Dingle,PH,10.9995,122.6711,84.04,75,73,11.81,broken clouds
195,Birin,NP,26.8865,88.0718,60.49,60,14,5.21,few clouds
196,Skreia,NO,60.65,10.9333,31.33,85,96,3.09,overcast clouds
197,Roald,NO,62.5833,6.1333,50.14,34,0,18.41,clear sky
198,Champerico,GT,14.3,-91.9167,79.39,78,76,5.21,broken clouds
199,Salalah,OM,17.0151,54.0924,80.69,61,0,1.14,clear sky
200,Hasaki,JP,35.7333,140.8333,62.22,58,96,15.1,overcast clouds
201,Hastings,GB,50.8552,0.5729,50.29,91,99,31.47,overcast clouds
202,Coihaique,CL,-45.5752,-72.0662,51.75,82,0,8.05,clear sky
203,Dikson,RU,73.5069,80.5464,0.93,93,100,24.7,overcast clouds
204,Moose Factory,CA,51.2585,-80.6094,15.8,85,75,6.91,broken clouds
205,Suluq,LY,31.6682,20.2521,61.75,50,0,10.45,clear sky
206,Weligama,LK,5.9667,80.4167,85.32,58,58,4.72,broken clouds
207,Kaitangata,NZ,-46.2817,169.8464,54.5,90,96,5.86,overcast clouds
208,Adolfo Lopez Mateos,MX,28.4667,-107.3,36.93,61,0,5.06,clear sky
209,Saint Simons,US,31.1352,-81.3901,51.84,63,0,11.5,clear sky
210,Kodiak,US,57.79,-152.4072,44.11,93,100,18.41,overcast clouds
211,Oussouye,SN,12.485,-16.5469,76.1,78,42,6.62,scattered clouds
212,Gwembe,ZM,-16.4975,27.6069,76.62,54,0,4.34,clear sky
213,Tonantins,BR,-2.8731,-67.8022,72.28,99,97,2.53,overcast clouds
214,Adrar,MR,20.5022,-10.0711,68.41,20,0,10.92,clear sky
215,Broken Hill,AU,-31.95,141.4333,68.43,28,0,7.96,clear sky
216,Maoming,CN,21.65,110.9,83.75,60,33,14.47,scattered clouds
217,Rio Gallegos,AR,-51.6226,-69.2181,51.85,58,0,14.97,clear sky
218,Bosaso,SO,11.2842,49.1816,80.58,69,0,4.61,clear sky
219,Domoni,KM,-12.2569,44.5319,81.64,69,42,4.34,scattered clouds
220,Chuy,UY,-33.6971,-53.4616,58.44,80,1,4.54,clear sky
221,Avera,US,33.194,-82.5271,45.91,49,100,13.71,overcast clouds
222,Pisco,PE,-13.7,-76.2167,62.65,82,0,8.05,clear sky
223,Burdur,TR,37.7203,30.2908,29.1,80,75,0.0,broken clouds
224,Mayya,RU,61.7333,130.2811,-27.69,93,49,6.2,scattered clouds
225,Volksrust,ZA,-27.3654,29.8818,72.79,46,35,6.98,scattered clouds
226,Tabou,CI,4.423,-7.3528,76.46,85,36,3.65,scattered clouds
227,Kudahuvadhoo,MV,2.6708,72.8944,81.7,74,97,13.04,overcast clouds
228,Margate,GB,51.3813,1.3862,48.9,95,100,5.99,light rain
229,Port Blair,IN,11.6667,92.75,78.84,89,75,4.61,broken clouds
230,Hailar,CN,49.2,119.7,26.44,75,67,14.27,broken clouds
231,Vila Velha,BR,-20.3297,-40.2925,71.55,98,75,1.14,broken clouds
232,Shingu,JP,33.7333,135.9833,62.47,57,87,4.56,overcast clouds
233,Villazon,BO,-22.0866,-65.5942,50.72,64,92,5.61,overcast clouds
234,Seaford,GB,50.7714,0.1027,49.69,92,91,33.33,overcast clouds
235,Kaeo,NZ,-35.1,173.7833,68.32,83,100,7.02,moderate rain
236,Leeton,AU,-34.5667,146.4,66.88,33,4,9.04,clear sky
237,Chokurdakh,RU,70.6333,147.9167,-13.5,95,98,5.57,overcast clouds
238,Marienburg,PL,54.0359,19.0266,32.88,81,8,8.86,clear sky
239,Bela Vista,BR,-22.1089,-56.5211,62.37,81,0,3.11,clear sky
240,Qandala,SO,11.472,49.8728,79.48,60,0,6.2,clear sky
241,Cap-Aux-Meules,CA,47.3821,-61.8597,42.82,100,100,25.32,overcast clouds
242,Phan Thiet,VN,10.9333,108.1,89.29,59,78,18.28,broken clouds
243,Sept-Iles,CA,50.2001,-66.3821,25.32,93,100,10.36,snow
244,Katsuura,JP,35.1333,140.3,60.39,65,96,13.58,overcast clouds
245,Ponta Delgada,PT,37.7333,-25.6667,60.49,77,40,10.36,scattered clouds
246,Sinnamary,GF,5.3833,-52.95,77.04,86,100,6.26,overcast clouds
247,Deputatskiy,RU,69.3,139.9,-30.1,100,75,2.51,broken clouds
248,Normandin,CA,48.8333,-72.5321,25.11,86,100,4.61,overcast clouds
249,Fortuna,US,40.5982,-124.1573,41.92,100,0,9.22,clear sky
250,San Quintin,MX,30.4833,-115.95,59.56,41,0,4.14,clear sky
251,Jasidih,IN,24.5167,86.65,80.28,34,0,9.82,clear sky
252,Necochea,AR,-38.5473,-58.7368,57.43,90,75,9.84,broken clouds
253,Batagay-Alyta,RU,67.8006,130.4114,-26.25,93,82,1.68,broken clouds
254,Lavrentiya,RU,65.5833,-171.0,33.48,96,100,13.38,snow
255,Namatanai,PG,-3.6667,152.4333,83.1,72,100,10.29,overcast clouds
256,Shiyan,CN,32.6475,110.7781,63.12,52,33,6.8,scattered clouds
257,Ambilobe,MG,-13.2,49.05,84.99,57,98,1.81,light rain
258,Port Hardy,CA,50.6996,-127.4199,30.38,100,20,3.44,few clouds
259,Wallacetown,NZ,-46.3333,168.2667,59.02,56,100,7.72,overcast clouds
260,Narsaq,GL,60.9167,-46.05,21.42,88,16,6.08,few clouds
261,Boddam,GB,57.4667,-1.7833,52.18,85,100,36.15,overcast clouds
262,Leeuwarden,NL,53.2014,5.8086,46.98,94,100,25.32,light intensity drizzle
263,Trat,TH,12.5,102.5,86.2,67,100,6.29,overcast clouds
264,Samarai,PG,-10.6167,150.6667,85.77,73,92,16.17,overcast clouds
265,Sungurlu,TR,40.1675,34.3739,47.71,44,16,3.96,few clouds
266,Kruisfontein,ZA,-34.0033,24.7314,64.89,58,80,9.4,broken clouds
267,Vostok,RU,46.4856,135.8833,26.74,75,96,3.13,overcast clouds
268,Gravdal,NO,68.1214,13.5031,37.29,75,0,4.61,clear sky
269,Luanda,AO,-8.8368,13.2343,75.2,83,75,3.44,broken clouds
270,Hobyo,SO,5.3505,48.5268,82.85,67,37,14.47,scattered clouds
271,Tura,IN,25.5198,90.2201,77.11,49,0,2.82,clear sky
272,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,77,82,11.03,broken clouds
273,Feijo,BR,-8.1642,-70.3536,71.65,99,97,1.43,overcast clouds
274,Talnakh,RU,69.4865,88.3972,-28.86,98,76,5.95,broken clouds
275,Havre-Saint-Pierre,CA,50.2334,-63.5986,26.6,93,100,18.41,light snow
276,Grand-Bourg,GP,15.8835,-61.3148,73.35,75,6,18.41,clear sky
277,Hualmay,PE,-11.0964,-77.6139,63.41,89,100,8.41,overcast clouds
278,Ketchikan,US,55.3422,-131.6461,41.14,86,4,6.02,clear sky
279,Broome,US,42.2506,-75.833,35.19,84,100,9.22,overcast clouds
280,Salur,IN,18.5333,83.2167,82.02,40,0,5.1,clear sky
281,Guerrero Negro,MX,27.9769,-114.0611,62.35,41,0,4.16,clear sky
282,Port-Cartier,CA,50.0334,-66.8654,25.02,95,100,14.18,snow
283,Ingham,US,42.6,-84.3833,32.88,86,98,7.25,overcast clouds
284,Vuktyl,RU,63.8567,57.3094,-13.56,92,5,4.97,clear sky
285,Okha,RU,53.5739,142.9478,19.33,86,14,7.18,few clouds
286,Taltal,CL,-25.4,-70.4833,61.34,86,49,2.8,scattered clouds
287,Mega,ET,4.05,38.3,67.98,43,8,13.4,clear sky
288,Buin,CL,-33.7333,-70.75,71.74,59,13,0.89,few clouds
289,Lata,PT,40.1629,-8.3327,62.92,97,100,8.34,overcast clouds
290,Haapiti,PF,-17.5667,-149.8667,80.33,76,85,4.5,overcast clouds
291,Virginia Beach,US,36.8529,-75.978,49.01,71,75,6.91,broken clouds
292,Ballina,AU,-28.8667,153.5667,70.02,53,5,10.67,clear sky
293,Castanos,MX,26.7833,-101.4167,45.34,52,100,4.12,overcast clouds
294,Yar-Sale,RU,66.8333,70.8333,5.74,88,95,10.71,overcast clouds
295,La Palma,US,33.8464,-118.0467,67.37,21,0,8.05,clear sky
296,Hengshui,CN,37.7322,115.7011,63.1,33,0,4.43,clear sky
297,Bambous Virieux,MU,-20.3428,57.7575,79.21,57,75,3.44,broken clouds
298,Mancio Lima,BR,-7.6142,-72.8958,70.48,96,97,1.83,overcast clouds
299,Champasak,LA,14.75,106.0,92.28,41,9,0.18,clear sky
300,Padang,ID,-0.9492,100.3543,73.45,84,100,4.41,light rain
301,Byron Bay,AU,-28.65,153.6167,69.94,50,13,12.03,few clouds
302,Coos Bay,US,43.3665,-124.2179,45.93,93,0,8.05,clear sky
303,Ust-Nera,RU,64.5667,143.2,-9.44,99,100,2.21,overcast clouds
304,Geraldton,AU,-28.7667,114.6,70.21,46,100,18.41,overcast clouds
305,Mackay,AU,-21.15,149.2,84.69,55,53,12.28,broken clouds
306,San Cristobal,VE,7.7669,-72.225,68.18,98,100,1.57,overcast clouds
307,Falam,MM,22.9167,93.6833,72.34,27,0,2.21,clear sky
308,Marawi,PH,7.9986,124.2928,73.15,83,100,3.04,moderate rain
309,Yazoo City,US,32.8551,-90.4056,37.71,68,40,7.09,scattered clouds
310,Havelock,US,34.8791,-76.9013,51.78,81,0,10.36,clear sky
311,Matay,EG,28.419,30.7792,64.24,48,88,2.51,overcast clouds
312,Khorramabad,IR,33.4878,48.3558,49.62,100,100,0.0,overcast clouds
313,Pribinic,BA,44.6106,17.6906,45.01,95,98,1.43,overcast clouds
314,Amahai,ID,-3.3333,128.9167,85.59,70,99,8.72,light rain
315,Kimbe,PG,-5.5502,150.1429,84.49,73,97,2.46,light rain
316,Gifhorn,DE,52.4833,10.55,43.0,92,100,21.85,overcast clouds
317,Nacala,MZ,-14.5428,40.6728,84.09,60,49,7.67,scattered clouds
318,Wajima,JP,37.4,136.9,56.08,82,75,9.22,broken clouds
319,Dekar,BW,-21.5333,21.9333,80.56,32,41,9.01,scattered clouds
320,Kodinsk,RU,58.6881,99.1844,30.24,87,100,10.58,overcast clouds
321,Saint-Joseph,RE,-21.3667,55.6167,77.38,60,10,4.27,clear sky
322,Jiuquan,CN,39.7432,98.5174,45.9,17,1,16.69,clear sky
323,Krasnokholm,RU,51.5979,54.1567,29.39,79,100,12.08,overcast clouds
324,Barentu,ER,15.1139,37.5928,78.21,35,60,3.15,broken clouds
325,Zhanakorgan,KZ,43.9098,67.2495,36.55,46,77,4.97,broken clouds
326,Fairbanks,US,64.8378,-147.7164,2.08,81,0,3.44,clear sky
327,Viedma,AR,-40.8135,-62.9967,55.62,68,1,10.51,clear sky
328,Tiarei,PF,-17.5333,-149.3333,80.62,75,74,1.63,broken clouds
329,Rovaniemi,FI,66.5,25.7167,11.61,92,75,3.44,fog
330,Gazli,UZ,40.1333,63.45,47.84,49,100,16.28,overcast clouds
331,Tautira,PF,-17.7333,-149.15,77.9,79,76,5.61,broken clouds
332,Rozivka,UA,46.9385,35.7724,45.72,89,65,9.01,broken clouds
333,Murray Bridge,AU,-35.1167,139.2667,72.12,34,0,6.24,clear sky
334,Dali,CN,25.7,100.1833,64.31,27,0,7.4,clear sky
335,Zyryanka,RU,65.75,150.85,-9.4,98,100,8.63,light snow
336,Klaksvik,FO,62.2266,-6.589,49.12,84,84,39.08,broken clouds
337,Aripuana,BR,-9.1667,-60.6333,71.22,97,61,1.9,broken clouds
338,Uray,RU,60.1247,64.7758,-2.51,80,20,2.42,few clouds
339,Luorong,CN,24.4058,109.6086,65.73,89,100,4.76,overcast clouds
340,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.49,87,98,17.58,overcast clouds
341,Buluang,PH,13.3068,123.3425,83.89,74,95,4.41,overcast clouds
342,Severo-Kurilsk,RU,50.6789,156.125,34.05,67,99,5.93,overcast clouds
343,Bahia Honda,CU,22.9036,-83.1592,75.76,86,11,7.76,few clouds
344,Sobolevo,RU,54.4299,31.8996,24.21,82,16,4.36,few clouds
345,Ahipara,NZ,-35.1667,173.1667,64.47,89,100,7.23,overcast clouds
346,Polyarnyy,RU,69.1989,33.4478,26.8,83,73,6.71,broken clouds
347,Jertih,MY,5.7336,102.4897,86.79,66,100,3.4,overcast clouds
348,Mehamn,NO,71.0357,27.8492,44.55,76,75,17.27,broken clouds
349,Maceio,BR,-9.6658,-35.7353,74.64,94,40,8.05,scattered clouds
350,Batemans Bay,AU,-35.7167,150.1833,62.1,59,35,11.16,scattered clouds
